NUM_CONTRATO,NUM_HACIENDA,ID_OBRA_COMPLEMENTARIA,OC_NUMERO_CONTRATO,NUM_LICITACION,OBJETO,MODALIDAD,TIPO_CONTRATO,TIPO_OBRA,TOTAL_CONTRATO,AVANCE,FECHA_AVANCE,DOCUMENTOS,FOTOGRAFIAS,MUNICIPIO,LOCALIDAD,LATITUD,LONGITUD,BENEFICIADOS,ORGANISMO,UA_SOLICITANTE,UA_RESPONSABLE,CONTRATISTA,RESIDENTE,SUPERVISOR_EXTERNO,FECHA_CONTRATO,FECHA_INICIO,FECHA_TERMINO,FECHA_ENTREGA,EJERCICIO
ISIE-FP100-17-050-16-FP-0551,,0,,LO926055986E38-2017,"(16-FP-0551) PROYECTO, OBRA CIVIL MEDIA TENSION, TRANSICION MEDIA TENSION, SUBESTACION Y ACCESORIOS, OBRA CIVIL BAJA TENSION, SISTEMA TIERRA MEDIA TENSION, MEDICION Y TABLERO PRINCIPAL, ALIMENTADORES ELECTRICOS, LETREROS, CONSTRUCCION DE BARDA REJA PERIMETRAL, EN JARDIN DE NIÑOS LUIS DONALDO COLOSIO MURRIETA, DE LA LOCALIDAD DE ESPERANZA Y MUNICIPIO DE CAJEME, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,1054310.74,100,15/11/2017,2,9,CAJEME,"PASEO DE LA PRIMAVERA 741, BONITA, 85210 ESPERANZA, SON., MÉXICO",27.567917409301458,-109.94068175554276,223,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"RUVERSA, S.A.  DE C.V.","RUBÉN ARTURO HILTON MARTÍNEZ",,09/08/2017,18/08/2017,15/11/2017,15/03/2018,2017
ISIE-LEGBBB-01-17-17-LBB-054,,0,,LPA-926055986-001-17,"ADQUISICION E INSTALACION DE BEBEDERO, EN ESC. SEC. # 14 DE LA LOCALIDAD Y MPIO. DE HERMOSILLO, SONORA
","LICITACIÓN PÚBLICA",EQUIPAMIENTO,EDUCACIÓN,76799.15,100,12/01/2018,2,2,HERMOSILLO,"AV. ASPROMONTE, VILLA BONITA RESIDENCIAL, HERMOSILLO, SON., MÉXICO",29.065585334759664,-111.00690007209778,270,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"FERNANDO GARCIA DE LEON PEÑUÑURI",,,14/07/2017,31/07/2017,11/10/2017,20/11/2017,2017
ISIE-FP100-17-078,,0,,LO926055986E65-2017,"	(16-FP-0426) PINTURA EN EDIFICIO ""1A"", COLOCACION DE VITROPISO, REHABILITACION DE INSTALACIONES ELECTRICAS, REHABILITACION DE MUROS EN EDIFICIO ""3C"", IMPERMEABILIZANTE, FALSO PLAFON, PINTURA EN EDIFICIO ""2B"", REHABILITACION DE INSTALACIONES SANITARIAS, REHABILITACION DE PUERTAS, SUSTITUCION DE MAMPARA, REHABILITACION DE FOSA, CONSTRUCCION DE CERCO DE MALLA CICLÓNICA, LETREROS Y TAPILAES, EN ESCUELA PRIMARIA FRANCISCO I. MADERO, DE LA LOCALIDAD DE JOPOPACO Y MUNICIPIO DE NAVOJOA, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,778329.71,100,19/01/2018,2,24,NAVOJOA,"SON 188, AGUA NUEVA, SON., MÉXICO",26.738194450528802,-109.274160861969,46,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"HERTEG GRUPO CONSTRUCTOR, S.A. DE C.V.","GUILLERMO JIMENEZ ZAZUETA",,30/08/2017,01/09/2017,11/11/2017,16/01/2018,2017
ISIE-LEGBBB-01-17-17-LBB-056,,0,,n-a,"ADQUISICION E INSTALACION DE BEBEDERO, EN ESC. SEC. # 5 JOSE VASCONCELOS DE LA LOCALIDAD Y MPIO. DE HERMOSILLO, SONORA
","LICITACIÓN PÚBLICA",EQUIPAMIENTO,EDUCACIÓN,76799.15,100,12/01/2018,2,3,HERMOSILLO,"ATARDECER SN-S""ESCUELA"", PALMAR DEL SOL, 83250 HERMOSILLO, SON., MÉXICO",29.079003937493123,-110.97758889198303,894,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"FERNANDO GARCIA DE LEON PEÑUÑURI","ING. YURIDIA CONS ALVILA",,14/07/2017,31/07/2017,11/10/2017,20/11/2017,2017
ISIE-FP100-17-022,,0,,n-a,"(17-FP-0049) REHABILITACION GENERAL DE AULAS, CONSTRUCCIÓN DE PISOS, CONSTRUCCIÓN DE ACCESO Y CONSTRUCCION DE RAMPAS, EN JARDIN DE NIÑOS SILVESTRE REVUELTAS, DE LA LOCALIDAD DE CHUCARIT Y MUNICIPIO DE ETCHOJOA, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,865384.53,100,28/10/2017,2,36,ETCHOJOA,"EMILIANO ZAPATA, SAN PEDRO VIEJO, CHUCARIT, SON., MÉXICO",27.035619420793697,-109.58518981933594,22,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"Disenos Y Construcciones Loar, S.A. De C.V","ING. CECILIO VILLEGAS ESCALANTE",,09/08/2017,15/08/2017,28/10/2017,09/02/2018,2017
ISIE-FP100-17-066,,0,,LO926055986E54-2017,"(16-FP-0290) INSTALACION DE PROTECCIONES METALICAS EN VENTANAS, PINTURA EN MUROS EXTERIORES, SUMINISTRO DE EXTINTORES, PREPARACIONES PARA EQUIPOS DE AIRES ACONDICIONADOS, SERVICIOS SANITARIOS, CERCO PERIMETRAL DE MALLA CICLONICA, REPARACION DE PISO EN CANCHA CIVICA, REPOSICION DE MALLA SOMBRA Y PINTURA EN ESTRUCTURA, REHABILITACION DE PATIO ESCOLAR, PINTURA EN ACCESO, CONSTRUCCION DE ACOMETIDA ACOM-01, EN JARDIN DE NIÑOS DOMINGO CARBALLO FELIX, DE LA LOCALIDAD NUEVO MICHOACAN (ESTACION RIITO) Y MUNICIPIO DE SAN LUIS RIO COLORADO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,791601.35,100,29/12/2017,2,22,"SAN LUIS RÍO COLORADO","JUAN LARA, ESTACIÓN COAHUILA, NUEVO MICHOACÁN, SON., MÉXICO",32.16119054941808,-114.96098041534424,50,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"RAFAEL GARCIA MORALES","ARQ. OSCAR ENRIQUE CONTRERAS SOTO",,14/08/2017,18/08/2017,26/10/2017,15/01/2018,2017
ISIE-FP100-17-056,,0,,LO926055986E44-2017,"(16-FP-0530) REHABILITACION DE PISOS E IMPERMEABILIZACION EN AULAS, REHABILITACION MENOR DE SERVICIOS SANITARIOS Y CONSTRUCCION DE SUBESTACION EN EL JARDIN DE NIÑOS JOSE ALBERTO HEALY NORIEGA, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,1059758.28,100,26/10/2017,2,11,HERMOSILLO,"DE LAS CABALLERIZAS 103, CAPERUZO, 83105 HERMOSILLO, SON., MÉXICO",29.149832860430767,-110.98443925380707,151,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"CONSTRUCTORA RODO,  S.A. DE C.V.","ING. CARMEN MARIA NAJAR NAVA",,10/08/2017,18/08/2017,26/10/2017,03/02/2018,2017
ISIE-FP100-17-058,,0,,LO926055986E46-2017,"(16-FP-0455) REHABILITACION GENERAL DE AULAS, REHABILITACION DE SERVICIOS SANITARIOS, CONSTRUCCION DE BARDA PERIMETRAL, LETREROS EN ESCUELA SECUNDARIA HERIBERTO HUERTA LUNA, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,1263214.82,90,16/05/2018,2,9,HERMOSILLO,"CALLE GRECIA 30, BONITA, 83293 HERMOSILLO, SON., MÉXICO",29.043929971756718,-110.94177603721619,778,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ARTEK SERVICIOS INDUSTRIALES,S.A. DE C.V.","JOSE OSWALDO MENDEZ FLORES",,11/08/2017,18/08/2017,26/10/2017,22/01/2018,2017
ISIE-FP100-17-058-16-FP-0452,,0,,LO926055986E46-2017,"	(16-FP-0452) IMPERMEABILIZACION DE CUBIERTAS EN ESCUELA SECUNDARIA CAJEME, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,1623829.58,60,16/01/2017,2,3,HERMOSILLO,"AVENIDA ONCE 347, FRANCISCO VILLA, 83149 HERMOSILLO, SON., MÉXICO",29.117149729274974,-110.97250878810883,1260,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ARTEK SERVICIOS INDUSTRIALES,S.A. DE C.V.","ING. CARMEN MARIA NAJAR NAVA",,11/08/2017,18/08/2017,26/10/2017,19/01/2018,2017
ISIE-FAMEB-17-169,,0,,n-a,"(17-RPO-017) CONSTRUCCION DE CERCO PERIMETRAL DE MALLA CICLÓNICA CON MURETE Y PUERTA VEHICULAR A BASE DE MALLA CICLONICA, EN ESCUELA PRIMARIA MARIANO AZUELA, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,874999.96,100,16/02/2018,2,8,HERMOSILLO,"CARPINTEROS 16, LOS ALAMOS, 83118 HERMOSILLO, SON., MÉXICO",29.02911373425744,-110.95552504062653,347,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"LUEN CONSTRUCCIONES, S.A. DE C.V.","JOSE OSWALDO MENDEZ FLORES",,24/11/2017,27/11/2017,26/12/2017,14/01/2018,2017
ISIE-FAMEB-17-165-17-CM-0002,,0,,n-a,"(17-CM-0002) REHABILITACIONES ELECTRICAS, EN JARDIN DE NIÑOS CARLOS DICKENS, DE LA LOCALIDAD Y MUNICIPIO DE NAVOJOA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,65720.32,100,15/12/2017,2,10,NAVOJOA,"AV NACAPUL 1206, ALLENDE, 85850 NAVOJOA, SON., MÉXICO",27.088463604625176,-109.42340433597565,59,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ELECONSTRUCCIONES DEL MAYO S.A. DE C.V.","ING. RENATO MEXIA SANCHEZ",,17/11/2017,20/11/2017,31/12/2017,11/01/2018,2017
ISIE-FAMEB-17-165-17-CM-0003,,0,,n-a,"(17-CM-0003) REHABILITACIONES ELECTRICAS, EN JARDIN DE NIÑOS JORGE ISSACS EN LA LOCALIDAD Y MUNICIPIO DE NAVOJOA, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,46535.86,100,11/12/2017,2,5,NAVOJOA,"CALLE CAJEME 202, TEPEYAC, 85894 NAVOJOA, SON., MÉXICO",27.054011658346223,-109.42926496267319,125,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ELECONSTRUCCIONES DEL MAYO S.A. DE C.V.","ING. RENATO MEXIA SANCHEZ",,17/11/2017,20/11/2017,31/12/2017,11/01/2018,2017
ISIE-FP100-17-051-16-FP-0060,,0,,LO926055986E39-2017,"(16-FP-0060) REHABILITACION GENERAL DE AULAS EN EL JARDIN DE NIÑOS JOSE MARTI DE LA LOCALIDAD DE CIUDAD OBREGON Y MUNICIPIO DE CAJEME, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,1424764.37,100,09/03/2018,2,17,CAJEME,"CALLE CHIHUAHUA 1185, CAMPESTRE 2, 85160 CD OBREGÓN, SON., MÉXICO",27.48058624173925,-109.93473529815674,133,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"CONSTRUCCIONES Y URBANIZACIONES FRAMAN,  S.A. DE C.V.","ING.RUBÉN ARTURO HILTON MARTÍNEZ",,09/08/2017,18/08/2017,26/10/2017,05/03/2018,2017
ISIE-FP100-17-057-16-FP-0521,,0,,LO926055986E45-2017,"(16-FP-0521) REHABILITACION GENERAL EN EDIFICIOS, REPARACION DE TECHOS, REHABILITACION MAYOR EN MODULO DE SERVICIOS SANITARIOS, NIVELACION DE TERRENO, EQUIPO DE AIRE ACONDICIONADO, CONSTRUCCION DE BARDA CIEGA Y PINTURA GENERAL, EN ESCUELA PRIMARIA LAMBERTO HERNANDEZ, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,1349857.48,100,15/11/2017,2,1,HERMOSILLO,"CALLE DR. DOMINGO OLIVARES 396, OLIVARES, 83180 HERMOSILLO, SON., MÉXICO",29.09471301568691,-110.97768008708954,531,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"PROMOTORA MAJERUS, S. DE R.L.","ING. YURIDIA CONS ALVILA",,11/08/2017,18/08/2017,15/11/2017,15/03/2018,2017
ISIE-FP100-17-002,,0,,n-a,"	(16-FP-0027) REHABILITACIÓN GENERAL EN EDIFICIOS ""A Y B"", MODULO DE SERVICIOS SANITARIOS, EQUIPO DE AIRE ACONDICIONADO, CONSTRUCCIÓN DE ANDADORES, ALIMENTADORES ELÉCTRICOS, CERCO PERIMETRAL, PINTURA Y ALUMBRADO EN TEJABAN, EN EL JARDIN DE NIÑOS AGUSTIN DE VILDOSOLA DE LA LOCALIDAD Y MUNICIPIO DE BAVISPE, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,721153.75,100,02/10/2017,2,2,BAVISPE,"MELCHOR OCAMPO, BAVISPE, SON., MÉXICO",30.479198036503885,-108.93908858299255,21,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"MINERA Y GANADERA TRES HERMANOS LCO, S. P. R. DE R. L.","ING. JUAN ALBERTYO MEDINA MANZO",,26/07/2017,04/08/2017,02/10/2017,10/01/2018,2017
ISIE-FP100-17-055,,0,,LO926055986E43-2017,"16-FP-0546) REHABILITACION GENERAL DE AULAS, LETREROS, EN ESCUELA PRIMARIA VICENTE GUERRERO, DE LA LOCALIDAD Y MUNICIPIO DE GUAYMAS, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",EDUCACIÓN,997111.4,100,13/06/2018,2,13,GUAYMAS,"ALEJANDRO CARRILLO MARCOR 34, ADOLFO DE LA HUERTA, 85410 HEROICA GUAYMAS, SON., MÉXICO",27.935417536414988,-110.88345408439636,192,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"PIECO PROYECTOS DE INTERMEDIACION ECONOMICOS, S.A. DE C.V.","ING. ALDO VELASCO MATA",,10/08/2017,18/08/2017,26/10/2017,18/02/2018,2017
SIDUR-ED-17-206,,0,,LPA-926006995-048-2017," DE ELEVADOR PARA EL EDIFICIO DE LA SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO EN LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",INFRAESTRUCTURA,1198280,100,16/08/2018,5,NO,HERMOSILLO,HERMOSILLO,29.076012800026525,-110.95909237861633,500,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","KONSTRIKSYON, S.A. DE C.V.",,,04/10/2017,11/10/2017,09/03/2018,09/05/2018,2017
SIDUR-ED-17-226,,0,,LPO-926006995-062-2017,"REHABILITACIÓN DE PAVIMENTACIÓN, DE INFRAESTRUCTURA DE AGUA POTABLE Y ALCANTARILLADO EN EL BOULEVARD COLOSIO ENTRE BENITO JUÁREZ Y CALLE DEL CANAL EN LA LOCALIDAD Y MUNICIPIO DE OQUITOA, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA","CAMINOS Y CARRETERAS",2526534.78,100,09/02/2018,6,20,OQUITOA,OQUITOA,30.740219,-111.735576,400,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","CONSTRUCTORA MIRAMAR, S.A. DE C.V.","ING. ISMAEL MARCIAL MADRID",,08/11/2017,11/11/2017,08/01/2018,08/03/2018,2017
SIDUR-PF-17-233,,0,,IO-926006995-E137-2017,"CONSTRUCCIÓN DE EDIFICIO PARA ALBERGAR EL JUZGADO DE ORALIDAD PENAL CON SEDE EN LA LOCALIDAD DE CD. OBREGÓN MUNICIPIO DE CAJEME, SONORA","LICITACIÓN SIMPLIFICADA","OBRA PÚBLICA",INFRAESTRUCTURA,9277180.11,98,16/08/2018,7,38,CAJEME,"CD. OBREGÓN",27.525572,-109.927718,111,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","INMOBILIARIA VILMO, S.A. DE C.V.","ING. JERXES FLORES SEPULVEDA",,17/11/2017,24/11/2017,22/04/2018,22/06/2018,2017
SIDUR-ED-17-234,,0,,LPO-926006995-066-2017,"CONSTRUCCIÓN DEL BULEVAR EN ENTRADA SUR DE LA LOCALIDAD DE OJO DE AGUA, MUNICIPIO DE CUMPAS, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA","CAMINOS Y CARRETERAS",3349721.32,100,11/05/2018,5,21,CUMPAS,"OJO DE AGUA",30.024133,-109.787974,1400,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","DESARROLLO Y TECNOLOGIA GARELLI, S.A. DE C.V.","ING. NOEL GUZMAN ZEPEDA",,04/12/2017,05/12/2017,03/04/2018,03/06/2018,2017
SIDUR-ED-17-236,,0,,LPO-926006995-068-2017,"IMPERMEABILIZACIÓN DE AZOTEAS EN CENTRO DE GOBIERNO EN LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",INFRAESTRUCTURA,4641551.81,95,16/08/2018,6,6,HERMOSILLO,HERMOSILLO,29.068018,-110.957789,80000,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","GERHARD SOLUCIONES S. DE R.L. DE C.V.","ING. GASTÓN MARTÍNEZ SOTO",,11/12/2017,11/12/2017,10/03/2018,10/05/2018,2017
SIDUR-ED-17-246,,0,,LPO-926006995-072-2017,"AMPLIACION DEL AREA DE URGENCIAS Y QUIROFANO DEL HOSPITAL INTEGRAL DE LA MUJER EN LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA","SECTOR SALUD",45933125.81,19.3,08/06/2018,7,9,HERMOSILLO,HERMOSILLO,29.115871,-110.972531,10000,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","PROYECTOS E INFRAESTRUCTURA DEL NORTE, S.A. DE C.V.","FILIBERTO JESÚS PADILLA BURROLA",,12/12/2017,19/12/2017,14/10/2018,14/12/2018,2017
SIDUR-ED-17-247,,0,,LPO-926006995-073-2017,"CONSTRUCCIÓN DE COLECTOR PRINCIPAL Y SUBCOLECTOR SANITARIO EN ZONA INDUSTRIAL EN LA LOCALIDAD Y MUNICIPIO DE NAVOJOA, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",INFRAESTRUCTURA,10922227.25,82,16/08/2018,7,NO,NAVOJOA,NAVOJOA,27.014256,-109.431663,150000,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","GRUPO MESIS, S.A. DE C.V.","JOEL JACOTT LÓPEZ",,20/12/2017,27/12/2017,25/05/2018,25/07/2018,2017
SIDUR-ED-17-252,,0,,LPO-926006995-078-2017,"PAVIMENTACIÓN DEL BULEVAR 16 DE SEPTIEMBRE ENTRE CALLE 9 Y CALLE SAMUEL OCAÑA, Y CALLE LUIS ECHEVERRÍA Y CALLE REFORMA EN LA LOCALIDAD DE FRANCISCO JAVIER MINA (CAMPO 60), MUNICIPIO DE BÁCUM, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA","CAMINOS Y CARRETERAS",5119365.44,100,16/08/2018,6,5,BÁCUM,"FRANCISCO JAVIER MINA (CAMPO 60)",27.457159,-110.114058,300,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","ING. LUIS ENRIQUE PEÑA RODRIGO","ARQ. ALEJO QUINTERO MATUS",,22/12/2017,29/12/2017,27/05/2018,27/07/2018,2017
SIDUR-PF-17-260,,0,,LO-926006995-E141-2017,"REHABILITACIÓN DE PUENTE METROPOLITANO GUAYMAS EMPALME EN LA LOCALIDAD DE HEROICA GUAYMAS, MUNICIPIO DE GUAYMAS, SONORA","LICITACIÓN PÚBLICA","OBRA PÚBLICA",INFRAESTRUCTURA,38527225.8,44,16/08/2018,6,5,GUAYMAS,GUAYMAS,27.954604,-110.835436,155598,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","DESARROLLO Y TECNOLOGIA GARELLI, S.A. DE C.V.","ING. JONATHAN ROMERO LOMELIN",,28/12/2017,04/01/2018,30/10/2018,30/12/2018,2017
SIDUR-ED-17-224,,0,,n-a,"CONSTRUCCION DE LINEA Y SUBESTACION ELECTRICA PARA OPERACIÓN DE POZO DE AGUA POTABLE EN LA LOCALIDAD Y MUNICIPIO DE HUASABAS, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",INFRAESTRUCTURA,414999.92,100,19/01/2018,2,NO,HUÁSABAS,HUASABAS,29.913894,-109.29686,1000,"SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO","DIRECCIÓN GENERAL DE PROYECTOS E INGENIERIA","DIRECCIÓN GENERAL DE EJECUCIÓN DE OBRAS","BOMBAS Y ELECTRICO, S.A. DE C.V.","C. JAVIER AMADOR MORALES",,01/11/2017,01/11/2017,30/12/2017,28/02/2018,2017
ISIE-LEGBBB-01-17-17-LBB-022,,0,,LPA-926055986-001-17,"ADQUISICION E INSTALACION DE BEBEDERO, EN E.P. MARGARITA ROMANDIA DE MENDEZ DE LA LOCALIDAD Y MPIO. DE HERMOSILLO, SONORA
","LICITACIÓN PÚBLICA",EQUIPAMIENTO,EDUCACIÓN,76799.15,100,17/01/2018,2,2,HERMOSILLO,"EL CARRIZAL 45, SANTA FE, 83249 HERMOSILLO, SON., MÉXICO",29.087536172189076,-110.99548056721687,424,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"FERNANDO GARCIA DE LEON PEÑUÑURI","ING. YURIDIA CONS ALVILA",,14/07/2017,31/07/2017,11/10/2017,20/11/2017,2017
ISIE-LEGBBB-01-17-17-LBB-046,,0,,LPA-926055986-001-17,"ADQUISICION E INSTALACION DE BEBEDERO, EN E.P. HERMANOS FLORES MAGON DE LA LOCALIDAD Y MPIO. DE HERMOSILLO, SONORA
","LICITACIÓN PÚBLICA",EQUIPAMIENTO,EDUCACIÓN,76799.15,100,17/01/2018,2,3,HERMOSILLO,"CALLE ANDALUZA 42, LAS GRANJAS, 83250 HERMOSILLO, SON., MÉXICO",29.074896961618006,-110.97649186849594,363,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"FERNANDO GARCIA DE LEON PEÑUÑURI","ING. YURIDIA CONS ALVILA",,14/07/2017,31/07/2017,11/10/2017,20/11/2017,2017
ISIE-FAMEB-17-003,,0,,n-a,"(16-ERC-030) TERMINACION DE SUBESTACION Y ALIMENTADORES ELÉCTRICOS, EN ESCUELA PRIMARIA FCO. I. MADERO, DE LA LOCALIDAD Y MUNICIPIO DE CUMPAS, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,627867.53,100,31/08/2017,2,17,CUMPAS,"VICENTE GUERRERO 185, CUMPAS, SON., MÉXICO",29.99478867464124,-109.78206664323807,164,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"SERVICIOS ELECTRICOS Y CONTROL DE HERMOSILLO, S.A. DE C.V.","ING. JUAN ALBERTYO MEDINA MANZO",,24/03/2017,29/03/2017,27/05/2017,26/08/2017,2017
ISIE-FAMEB-17-164,,0,,n-a,"(17-RPO-064) CONCEPTOS COMPLEMENTARIOS PARA LA TERMINACION GENERAL DEL PLANTEL (HERRERIA Y VIDRIO, INSTALACIONES SANITARIAS) EN ESCUELA PRIMARIA ANGELA VALENZUELA DE MACIAS DE LA LOCALIDAD DE AGIABAMPO Y MUNICIPIO DE HUATABAMPO, SONORA","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,446897.57,100,16/12/2017,2,9,HUATABAMPO,"CARR A AGIABAMPO, AQUIJOMA, AGIABAMPO UNO, SON., MÉXICO",26.365745048503086,-109.14330124855042,124,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. JESUS ARTURO MAC PHERSON BERNAL","ING. FELIX VERDUZCO PRECIADO",,14/11/2017,17/11/2017,16/12/2017,27/12/2017,2017
